STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Uttar Pradesh,jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,3240,3440,3340.0,5/12/2025
Himachal Pradesh,kangra,Kangra(Baijnath),Onion,Onion,FAQ,1800,2000,1900.0,5/12/2025
Haryana,yamuna nagar,Sadhaura,Onion,Onion,FAQ,1200,1600,1400.0,5/12/2025
Uttar Pradesh,hardoi,Shahabad(New Mandi),Onion,Red,FAQ,1200,1300,1250.0,5/12/2025
Tamilnadu,sivaganga,Sivagangai (Uzhavar Sandhai ),Onion,Bellary,Local,2600,3000,3000.0,5/12/2025
Tamilnadu,sivaganga,Devakottai (Uzhavar Sandhai ),Potato,(Red Nanital),Local,4200,4800,4800.0,5/12/2025
Gujarat,dahod,Dahod(Veg. Market),Potato,Potato,FAQ,1000,1600,1200.0,5/12/2025
West Bengal,bankura,Bankura Sadar,Potato,Jyoti,FAQ,1250,1300,1280.0,5/12/2025
Tamilnadu,coimbatore,RSPuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2000,4800,4800.0,5/12/2025
Tamilnadu,nagapattinam,Nagapattinam(Uzhavar Sandhai ),Onion,Bellary,Local,2000,3000,3000.0,5/12/2025
Kerala,malappuram,Thirurrangadi,Onion,Other,FAQ,2000,2000,2000.0,5/12/2025
Kerala,alappuzha,Aroor,Potato,Other,FAQ,3600,3800,3700.0,5/12/2025
Tamilnadu,salem,Thathakapatti(Uzhavar Sandhai ),Onion,Bellary,Local,2800,3000,3000.0,5/12/2025
Tamilnadu,thanjavur,Thanjavur(Uzhavar Sandhai ),Onion,Bellary,Local,2800,2800,2800.0,5/12/2025
Tamilnadu,theni,Devaram(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2400,2400.0,5/12/2025
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1000,1800,1500.0,5/12/2025
Haryana,rewari,Rewari,Onion,Medium,Non-FAQ,1000,2000,1500.0,5/12/2025
Uttar Pradesh,balrampur,Balrampur,Rice,III,FAQ,3050,3285,3180.0,5/12/2025
Tamilnadu,sivaganga,Singampunari(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/12/2025
Himachal Pradesh,mandi,Mandi(Takoli),Potato,Other,FAQ,1000,1500,1500.0,5/12/2025
Gujarat,bharuch,Ankleshwar,Potato,Potato,FAQ,700,1200,900.0,5/12/2025
Tamilnadu,perambalur,Perambalur(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3000,3000.0,5/12/2025
Uttar Pradesh,sambhal,Muradabad,Potato,Desi,FAQ,1110,1140,1125.0,5/12/2025
Haryana,karnal,Indri,Potato,Other,FAQ,1000,1000,1000.0,5/12/2025
Uttar Pradesh,balrampur,Tulsipur,Onion,Red,FAQ,1500,1560,1530.0,5/12/2025
Rajasthan,udaipur,Udaipur (F&V),Onion,Other,FAQ,600,1200,900.0,5/12/2025
Haryana,fatehabad,Ratia,Onion,Other,FAQ,800,1200,1000.0,5/12/2025
Uttar Pradesh,rampur,Rampur,Onion,Red,FAQ,1180,1270,1220.0,5/12/2025
Rajasthan,rajsamand,Rajsamand,Potato,Potato,FAQ,800,1000,900.0,5/12/2025
Kerala,malappuram,Kottakkal,Onion,Other,FAQ,1800,2000,1900.0,5/12/2025
Himachal Pradesh,hamirpur,Muskara,Potato,Potato,FAQ,1100,1300,1200.0,5/12/2025
Bihar,buxar,Buxur,Potato,Jyoti,FAQ,1300,1500,1400.0,5/12/2025
Tamilnadu,namakkal,Namakkal(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3500,3500.0,5/12/2025
Uttar Pradesh,barabanki,Safdarganj,Potato,Desi,Non-FAQ,1000,1100,1050.0,5/12/2025
Uttar Pradesh,bulandshahar,Divai,Potato,F.A.Q.,FAQ,800,1000,900.0,5/12/2025
Orissa,nuapada,Khariar Road,Potato,Other,Non-FAQ,2000,2500,2500.0,5/12/2025
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Potato,Potato,FAQ,500,1000,800.0,5/12/2025
West Bengal,birbhum,Birbhum,Onion,Other,FAQ,1800,2000,1900.0,5/12/2025
Gujarat,rajkot,Rajkot(Veg.Sub Yard),Onion,Onion,FAQ,300,1500,1100.0,5/12/2025
Tamilnadu,salem,Hasthampatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3800,5800,5800.0,5/12/2025
Maharashtra,thane,Ulhasnagar,Rice,Other,Local,4500,5500,5000.0,5/12/2025
Bihar,rohtas,Natwar,Potato,Jyoti,FAQ,800,1000,900.0,5/12/2025
Himachal Pradesh,hamirpur,Muskara,Onion,Red,FAQ,1150,1350,1250.0,5/12/2025
Haryana,rohtak,Rohtak,Onion,Other,FAQ,1000,1500,1200.0,5/12/2025
Punjab,patiala,Patran,Potato,Other,FAQ,500,700,600.0,5/12/2025
Tamilnadu,vellore,Katpadi (Uzhavar Sandhai ),Onion,Bellary,Local,2400,2400,2400.0,5/12/2025
Haryana,yamuna nagar,Chhachrauli,Potato,Potato,FAQ,850,1300,850.0,5/12/2025
Tamilnadu,coimbatore,Sundarapuram(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2200,2200.0,5/12/2025
Haryana,yamuna nagar,Radaur,Onion,Other,FAQ,900,1100,1000.0,5/12/2025
Punjab,sangrur,Sunam,Onion,Onion,FAQ,800,1500,1200.0,5/12/2025
Haryana,jind,Narwana,Potato,Other,FAQ,1000,1000,1000.0,5/12/2025
Tamilnadu,ramanathapuram,Paramakudi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3500,4000,4000.0,5/12/2025
Tamilnadu,theni,Bodinayakanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3400,3400.0,5/12/2025
West Bengal,birbhum,Bolpur,Potato,Potato,FAQ,1300,1500,1400.0,5/12/2025
Uttar Pradesh,barabanki,Safdarganj,Onion,Red,FAQ,1200,1280,1250.0,5/12/2025
Kerala,idukki,Munnar,Potato,Other,FAQ,4000,5000,4500.0,5/12/2025
Uttar Pradesh,badaun,Wazirganj,Onion,Red,Non-FAQ,1100,1150,1125.0,5/12/2025
Tamilnadu,coimbatore,Udumalpet,Onion,Bellary,Local,2600,2800,2800.0,5/12/2025
Andhra Pradesh,mahbubnagar,Kalwakurthy,Potato,Local,FAQ,2500,2500,2500.0,5/12/2025
Maharashtra,pune,Pune,Onion,Local,Local,500,1500,1000.0,5/12/2025
Uttar Pradesh,unnao,Purwa,Onion,Red,FAQ,1100,1225,1190.0,5/12/2025
Bihar,samastipur,Tajpur,Onion,Medium,FAQ,1500,1600,1600.0,5/12/2025
West Bengal,birbhum,Birbhum,Potato,Potato,FAQ,1300,1500,1400.0,5/12/2025
Tamilnadu,thiruvarur,Muthupettai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,4000,4000.0,5/12/2025
West Bengal,puruliya,Purulia,Onion,Other,FAQ,1400,2000,1700.0,5/12/2025
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1962,2162,2062.0,5/12/2025
Punjab,gurdaspur,Dinanagar,Onion,Other,FAQ,1500,1800,1800.0,5/12/2025
Uttar Pradesh,sambhal,Chandausi,Potato,Potato,FAQ,1050,1150,1115.0,5/12/2025
Orissa,dhenkanal,Hindol,Potato,Potato,Non-FAQ,1700,2000,1800.0,5/12/2025
Tamilnadu,dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,2000,3000,3000.0,5/12/2025
West Bengal,jalpaiguri,Dhupguri,Onion,Other,FAQ,1700,1900,1800.0,5/12/2025
Tamilnadu,virudhunagar,Rajapalayam(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/12/2025
Kerala,kottayam,Thalayolaparambu,Onion,Big,FAQ,2000,2300,2100.0,5/12/2025
Manipur,thoubal,Thoubal,Onion,Other,FAQ,2500,3000,2750.0,5/12/2025
Punjab,moga,Kot ise Khan,Potato,Other,FAQ,700,900,800.0,5/12/2025
Kerala,malappuram,Manjeri,Onion,Other,FAQ,1700,1800,1750.0,5/12/2025
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1500,1700,1600.0,5/12/2025
Tamilnadu,ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3500,3500.0,5/12/2025
Tamilnadu,thanjavur,Papanasam(Uzhavar Sandhai ),Onion,Bellary,Local,2400,3000,3000.0,5/12/2025
Punjab,muktsar,Giddarbaha,Onion,Onion,FAQ,1400,1600,1500.0,5/12/2025
Uttar Pradesh,hardoi,Sandi,Onion,Onion,FAQ,1200,1260,1230.0,5/12/2025
Punjab,patiala,Nabha,Potato,Other,FAQ,500,900,700.0,5/12/2025
West Bengal,paschim bardhaman,Durgapur,Onion,Nasik,Non-FAQ,1600,1800,1700.0,5/12/2025
Uttar Pradesh,gonda,Nawabganj,Potato,Desi,FAQ,1160,1200,1180.0,5/12/2025
Tamilnadu,krishnagiri,Krishnagiri(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2500,2500.0,5/12/2025
Tamilnadu,coimbatore,Sulur(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2200,2200.0,5/12/2025
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Onion,Onion,FAQ,1000,1300,1200.0,5/12/2025
Rajasthan,hanumangarh,Bhadara,Potato,(Red Nanital),FAQ,900,1000,922.0,5/12/2025
West Bengal,birbhum,Sainthia,Onion,Onion,FAQ,1800,2000,1900.0,5/12/2025
Haryana,fatehabad,Tohana(New Veg Market),Potato,Potato,FAQ,700,800,800.0,5/12/2025
Haryana,jind,Narwana,Onion,Other,FAQ,1000,1000,1000.0,5/12/2025
Uttar Pradesh,hardoi,Sandi,Rice,Common,FAQ,3120,3200,3170.0,5/12/2025
Uttar Pradesh,basti,Basti,Onion,Red,FAQ,1200,1350,1280.0,5/12/2025
Uttar Pradesh,bahraich,Bahraich,Potato,Desi,FAQ,1100,1250,1170.0,5/12/2025
Tamilnadu,dharmapuri,Harur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3200,3600,3600.0,5/12/2025
Rajasthan,churu,Sujangarh,Onion,Other,FAQ,1200,1400,1300.0,5/12/2025
Gujarat,dahod,Dahod,Rice,Coarse,FAQ,5000,6000,5500.0,5/12/2025
West Bengal,paschim bardhaman,Asansol,Potato,Jyoti,Non-FAQ,1160,1240,1200.0,5/12/2025
Haryana,jind,Jind,Onion,Other,FAQ,750,1100,800.0,5/12/2025
Himachal Pradesh,hamirpur,Hamirpur,Potato,Desi,Non-FAQ,1000,1400,1200.0,5/12/2025
Gujarat,anand,"Anand(Veg,Yard,Anand)",Potato,Potato,FAQ,1000,1250,1125.0,5/12/2025
Madhya Pradesh,dhar,Manawar(F&V),Onion,Onion,Non-FAQ,700,900,800.0,5/12/2025
Punjab,jalandhar,Lohian Khas,Potato,Other,FAQ,300,700,500.0,5/12/2025
Uttar Pradesh,gorakhpur,Gorakhpur,Rice,Common,FAQ,3175,3230,3200.0,5/12/2025
Tamilnadu,nagapattinam,Sirkali(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,4000,4000.0,5/12/2025
West Bengal,bankura,Indus(Bankura Sadar),Rice,Fine,FAQ,4550,4700,4650.0,5/12/2025
Haryana,panchkula,Barwala,Potato,Other,FAQ,700,700,700.0,5/12/2025
Haryana,bhiwani,Ch. Dadri,Potato,Other,FAQ,900,1000,950.0,5/12/2025
Uttar Pradesh,fatehpur,Fatehpur,Rice,III,FAQ,3000,3200,3100.0,5/12/2025
Maharashtra,pune,Junnar(Narayangaon),Onion,Other,Local,200,1400,1000.0,5/12/2025
Uttar Pradesh,mainpuri,Ghiraur,Potato,Local,FAQ,1045,1245,1145.0,5/12/2025
Uttar Pradesh,jhansi,Mauranipur,Onion,Red,Non-FAQ,950,1100,1020.0,5/12/2025
Uttar Pradesh,ambedkarnagar,Akbarpur,Onion,Red,Non-FAQ,1180,1250,1200.0,5/12/2025
Haryana,kurukshetra,Babain,Onion,Local,FAQ,770,1110,900.0,5/12/2025
Uttar Pradesh,etah,Awagarh,Onion,Red,Non-FAQ,1200,1500,1400.0,5/12/2025
Uttar Pradesh,aligarh,Atrauli,Potato,Desi,FAQ,900,1000,950.0,5/12/2025
Tamilnadu,nagapattinam,Sirkali(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/12/2025
Maharashtra,ahmednagar,Shevgaon,Onion,2nd Sort,Local,600,900,750.0,5/12/2025
Kerala,ernakulam,Piravam,Onion,Big,FAQ,2000,3000,2500.0,5/12/2025
Uttar Pradesh,bareilly,Bareilly,Potato,Potato,FAQ,1000,1050,1020.0,5/12/2025
Uttar Pradesh,unnao,Bangarmau,Rice,III,FAQ,3110,3210,3160.0,5/12/2025
Haryana,ambala,Barara,Potato,Other,Non-FAQ,500,1400,700.0,5/12/2025
Gujarat,surat,Surat,Onion,Other,FAQ,1000,2000,1500.0,5/12/2025
Punjab,ludhiana,Sahnewal,Onion,Onion,FAQ,1600,1600,1600.0,5/12/2025
Tamilnadu,dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2500,2500.0,5/12/2025
Uttar Pradesh,kaushambi,Bharwari,Rice,Common,FAQ,2400,2500,2450.0,5/12/2025
Kerala,idukki,Munnar,Onion,Big,Non-FAQ,3000,4000,3500.0,5/12/2025
Uttar Pradesh,badaun,Badayoun,Potato,Desi,Non-FAQ,1000,1090,1050.0,5/12/2025
West Bengal,north 24 parganas,Habra,Potato,Other,FAQ,1560,1600,1600.0,5/12/2025
Rajasthan,pratapgarh,Pratapgarh,Onion,Other,FAQ,241,1180,900.0,5/12/2025
West Bengal,howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ,1600,2400,2000.0,5/12/2025
Haryana,mewat,Tauru,Onion,Nasik,FAQ,1500,1500,1500.0,5/12/2025
Kerala,ernakulam,North Paravur,Potato,(Red Nanital),FAQ,4000,5000,4500.0,5/12/2025
Kerala,kottayam,Pala,Potato,Potato,FAQ,3200,4000,3500.0,5/12/2025
Karnataka,udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200.0,5/12/2025
Rajasthan,jaisalmer,Jaisalmer,Onion,Other,Non-FAQ,1400,1600,1500.0,5/12/2025
Uttar Pradesh,bareilly,Bahedi,Onion,Red,FAQ,1180,1255,1215.0,5/12/2025
West Bengal,puruliya,Purulia,Rice,Other,FAQ,3560,3600,3580.0,5/12/2025
Rajasthan,ganganagar,Sriganganagar (F&V),Onion,Other,FAQ,1100,1500,1300.0,5/12/2025
Uttar Pradesh,barabanki,Barabanki,Potato,Desi,FAQ,1140,1240,1190.0,5/12/2025
Tamilnadu,dindigul,Vedasanthur(Uzhavar Sandhai ),Onion,Bellary,Local,2800,3000,3000.0,5/12/2025
West Bengal,hooghly,Sheoraphuly,Rice,Sona Mansoori Non Basmati,FAQ,3400,3500,3450.0,5/12/2025
Uttar Pradesh,bareilly,Bahedi,Potato,Kufri Megha,FAQ,970,1080,1020.0,5/12/2025
Uttar Pradesh,firozabad,Tundla,Rice,III,FAQ,3350,3385,3375.0,5/12/2025
Maharashtra,nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,600,1181,960.0,5/12/2025
Kerala,alappuzha,Aroor,Onion,Small,FAQ,4800,5000,4900.0,5/12/2025
Gujarat,navsari,Bilimora,Potato,Other,FAQ,1600,1900,1700.0,5/12/2025
Uttar Pradesh,mathura,Mathura,Potato,Desi,FAQ,1080,1260,1150.0,5/12/2025
Uttar Pradesh,pratapgarh,Pratapgarh,Onion,Other,FAQ,241,1180,900.0,5/12/2025
Uttar Pradesh,fatehpur,Khaga,Onion,Red,FAQ,1080,1300,1225.0,5/12/2025
Uttar Pradesh,unnao,Unnao,Onion,Red,FAQ,1200,1325,1250.0,5/12/2025
Madhya Pradesh,dhar,Manawar(F&V),Potato,Potato,Non-FAQ,1000,1200,1100.0,5/12/2025
Tamilnadu,kancheepuram,Padappai(Uzhavar Sandhai ),Onion,Bellary,Local,2200,2800,2800.0,5/12/2025
Haryana,kurukshetra,Pehowa,Potato,Other,Non-FAQ,800,900,800.0,5/12/2025
Punjab,patiala,Nabha,Onion,Other,FAQ,900,1700,1280.0,5/12/2025
Kerala,kottayam,Athirampuzha,Onion,Onion,FAQ,5800,6000,5900.0,5/12/2025
West Bengal,bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,1260,1350,1300.0,5/12/2025
Orissa,bargarh,Attabira,Onion,Other,FAQ,1800,2000,1800.0,5/12/2025
Uttar Pradesh,shahjahanpur,Tilhar,Potato,Desi,Non-FAQ,1040,1070,1060.0,5/12/2025
Andhra Pradesh,hyderabad,Gudimalkapur,Onion,1st Sort,FAQ,600,1500,900.0,5/12/2025
West Bengal,jalpaiguri,Belacoba,Potato,Red,FAQ,1300,1350,1350.0,5/12/2025
Tamilnadu,namakkal,Tiruchengode,Onion,Bellary,Local,500,1000,1000.0,5/12/2025
Kerala,kottayam,Pala,Onion,Big,Non-FAQ,6300,7000,6500.0,5/12/2025
Tamilnadu,vellore,Vellore,Onion,Bellary,Local,2200,2200,2200.0,5/12/2025
Manipur,thoubal,Thoubal,Potato,Other,FAQ,1500,2000,1750.0,5/12/2025
Uttar Pradesh,rampur,Milak,Onion,Red,FAQ,1190,1275,1230.0,5/12/2025
Madhya Pradesh,hoshangabad,Hoshangabad(F&V),Potato,Potato,FAQ,740,1460,1330.0,5/12/2025
Uttar Pradesh,chandauli,Chandoli,Rice,III,FAQ,3250,3350,3300.0,5/12/2025
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Onion,Red,Non-FAQ,900,1100,1000.0,5/12/2025
Karnataka,davangere,Davangere,Rice,Broken Rice,FAQ,2250,2250,2250.0,5/12/2025
Maharashtra,sholapur,Mangal Wedha,Onion,Local,Local,200,1000,700.0,5/12/2025
Tamilnadu,coimbatore,Sulur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,4800,4800.0,5/12/2025
Haryana,mewat,Punhana,Potato,Other,FAQ,1000,1000,1000.0,5/12/2025
Uttar Pradesh,deoria,Devariya,Potato,Potato,FAQ,1135,1160,1150.0,5/12/2025
Haryana,yamuna nagar,Yamuna Nagar,Onion,Other,FAQ,400,1400,800.0,5/12/2025
Orissa,jharsuguda,Jharsuguda,Onion,Other,Non-FAQ,3000,3000,3000.0,5/12/2025
Uttar Pradesh,hardoi,Hardoi,Rice,Common,FAQ,3120,3190,3165.0,5/12/2025
Bihar,bhojpur,Aarah,Potato,Jyoti,FAQ,1500,1700,1600.0,5/12/2025
Assam,lakhimpur,Lakhimpur,Rice,Coarse,FAQ,3100,3215,3165.0,5/12/2025
Uttar Pradesh,bulandshahar,Gulavati,Onion,Red,FAQ,1400,1600,1500.0,5/12/2025
West Bengal,nadia,Kalyani,Rice,Fine,FAQ,4800,5200,5000.0,5/12/2025
Uttar Pradesh,prayagraj,Ajuha,Potato,Desi,FAQ,1110,1240,1170.0,5/12/2025
Maharashtra,raigad,Murud,Rice,Other,Local,2500,2700,2600.0,5/12/2025
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Rice,III,FAQ,3200,3550,3380.0,5/12/2025
Maharashtra,ahmednagar,Shrirampur,Potato,Other,Local,1700,2100,1900.0,5/12/2025
West Bengal,puruliya,Purulia,Potato,Jyoti,FAQ,1220,2250,1240.0,5/12/2025
Punjab,amritsar,Amritsar(Amritsar Mewa Mandi),Potato,Potato,Non-FAQ,200,800,400.0,5/12/2025
Kerala,kannur,Kannur,Onion,Other,FAQ,2000,2200,2100.0,5/12/2025
Andhra Pradesh,warangal,Warangal,Potato,Potato,FAQ,2400,2800,2600.0,5/12/2025
Uttar Pradesh,amroha,Amroha,Potato,Kufri Megha,FAQ,1050,1200,1120.0,5/12/2025
Haryana,gurgaon,Gurgaon,Potato,Other,FAQ,1000,1200,1100.0,5/12/2025
Madhya Pradesh,indore,Indore,Potato,Local,Non-FAQ,1668,1668,1668.0,5/12/2025
Maharashtra,amarawati,Amrawati(Frui & Veg. Market),Potato,Local,Local,1200,2000,1600.0,5/12/2025
Madhya Pradesh,rajgarh,Sarangpur,Onion,Local,Non-FAQ,368,525,525.0,5/12/2025
Madhya Pradesh,jhabua,Petlawad(F&V),Onion,Hybrid,FAQ,1000,1800,1098.0,5/12/2025
West Bengal,paschim bardhaman,Durgapur,Rice,Other,FAQ,2865,3100,2950.0,5/12/2025
Madhya Pradesh,jabalpur,Jabalpur(F&V),Onion,Local,FAQ,1600,2000,1800.0,5/12/2025
Tamilnadu,namakkal,Paramathivelur(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3500,3500.0,5/12/2025
Haryana,kurukshetra,Ladwa,Potato,Potato,Non-FAQ,800,800,800.0,5/12/2025
Tamilnadu,salem,Edapadi (Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,4000,4000.0,5/12/2025
Rajasthan,dungarpur,Dungarpur,Potato,(Red Nanital),FAQ,1200,1800,1500.0,5/12/2025
Uttar Pradesh,gonda,Gonda,Rice,III,FAQ,2975,3050,3025.0,5/12/2025
Uttar Pradesh,banda,Banda,Rice,III,FAQ,3050,3200,3130.0,5/12/2025
Kerala,ernakulam,Kothamangalam,Onion,Big,FAQ,1500,2500,2000.0,5/12/2025
Delhi,delhi,Shahdara,Onion,Other,FAQ,800,1400,1000.0,5/12/2025
Tamilnadu,erode,Sathiyamagalam(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2600,2600.0,5/12/2025
Punjab,sangrur,Ahmedgarh,Potato,Other,FAQ,1000,1200,1200.0,5/12/2025
Uttar Pradesh,shahjahanpur,Shahjahanpur,Potato,Desi,FAQ,1060,1170,1120.0,5/12/2025
Uttar Pradesh,etawah,Etawah,Rice,III,FAQ,2950,3250,3150.0,5/12/2025
Uttar Pradesh,barabanki,Barabanki,Onion,Red,FAQ,1220,1320,1270.0,5/12/2025
Tamilnadu,coimbatore,Vadavalli(Uzhavar Sandhai ),Onion,Bellary,Local,1800,2100,2100.0,5/12/2025
Uttar Pradesh,meerut,Meerut,Potato,Desi,FAQ,1020,1220,1120.0,5/12/2025
Haryana,rohtak,Meham,Potato,Other,FAQ,800,1000,900.0,5/12/2025
Tamilnadu,cuddalore,Viruthachalam(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2500,2500.0,5/12/2025
Haryana,ambala,Barara,Onion,Other,Non-FAQ,1100,1500,1200.0,5/12/2025
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700.0,5/12/2025
Uttar Pradesh,hardoi,Sandi,Potato,Badshah,FAQ,1200,1280,1230.0,5/12/2025
West Bengal,bankura,Bishnupur(Bankura),Rice,Common,FAQ,3500,3700,3600.0,5/12/2025
Uttar Pradesh,jaunpur,Jaunpur,Rice,III,FAQ,3300,3400,3350.0,5/12/2025
Uttar Pradesh,mainpuri,Mainpuri,Onion,Red,FAQ,1090,1270,1180.0,5/12/2025
Bihar,madhubani,Jahajharpur,Potato,Jyoti,FAQ,1800,2000,1900.0,5/12/2025
West Bengal,jalpaiguri,Moynaguri,Potato,Other,FAQ,1300,1350,1325.0,5/12/2025
Tamilnadu,coimbatore,Pollachi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,4000,4000.0,5/12/2025
Uttar Pradesh,shahjahanpur,Puwaha,Potato,Desi,FAQ,1100,1150,1120.0,5/12/2025
Uttar Pradesh,ghazipur,Gazipur,Rice,III,FAQ,3300,3350,3320.0,5/12/2025
Tamilnadu,thiruvarur,Tiruvarur(Uzhavar Sandhai ),Onion,Bellary,Local,4000,5000,5000.0,5/12/2025
Uttar Pradesh,mirzapur,Mirzapur,Onion,Red,Non-FAQ,985,1100,1050.0,5/12/2025
Tamilnadu,namakkal,Mohanur(Uzhavar Sandhai ),Onion,Bellary,Local,2400,3000,3000.0,5/12/2025
Uttar Pradesh,mirzapur,Mirzapur,Onion,Red,FAQ,1100,1200,1150.0,5/12/2025
Uttar Pradesh,hardoi,Madhoganj,Rice,Common,FAQ,3120,3200,3165.0,5/12/2025
Kerala,malappuram,Manjeri,Rice,Other,FAQ,4700,4800,4750.0,5/12/2025
Uttar Pradesh,kaushambi,Manjhanpur,Rice,Common,FAQ,3060,3190,3120.0,5/12/2025
Maharashtra,thane,Palghar,Rice,1009 Kar,Local,5300,5300,5300.0,5/12/2025
West Bengal,nadia,Bethuadahari,Potato,F.A.Q.,FAQ,1560,1590,1575.0,5/12/2025
Karnataka,mysore,Mysore (Bandipalya),Rice,Medium,FAQ,4360,5400,4850.0,5/12/2025
West Bengal,nadia,Nadia,Rice,Common,FAQ,3250,3350,3300.0,5/12/2025
Tamilnadu,namakkal,Rasipuram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2800,2800.0,5/12/2025
Uttar Pradesh,gonda,Nawabganj,Rice,III,FAQ,3160,3180,3175.0,5/12/2025
Karnataka,davangere,Davangere,Rice,Medium,FAQ,2410,5550,3620.0,5/12/2025
West Bengal,paschim bardhaman,Durgapur,Rice,Fine,FAQ,4350,4500,4400.0,5/12/2025
Uttar Pradesh,ghaziabad,Noida,Onion,Onion,FAQ,1200,1300,1250.0,5/12/2025
Tamilnadu,erode,Sathiyamagalam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3400,3800,3800.0,5/12/2025
Punjab,hoshiarpur,Mukerian(Talwara),Onion,Onion,FAQ,1400,2000,1700.0,5/12/2025
West Bengal,murshidabad,Jangipur,Rice,Fine,FAQ,3750,3825,3800.0,5/12/2025
Himachal Pradesh,mandi,Dhanotu (Mandi),Potato,Other,FAQ,1000,1100,1050.0,5/12/2025
Madhya Pradesh,dhar,Dhamnod(F&V),Potato,Potato,FAQ,1000,1200,1100.0,5/12/2025
Tamilnadu,theni,Devaram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3200,3200.0,5/12/2025
Bihar,madhepura,Murliganj,Onion,White,FAQ,2000,2600,2200.0,5/12/2025
Bihar,araria,Forbesganj,Potato,Jyoti,FAQ,900,1400,1100.0,5/12/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Chips,FAQ,1500,2000,1900.0,5/12/2025
Gujarat,jamnagar,Jamnagar,Onion,Other,FAQ,200,1700,875.0,5/12/2025
Karnataka,mysore,Mysore (Bandipalya),Rice,Broken Rice,FAQ,2760,2950,2950.0,5/12/2025
West Bengal,nadia,Kalyani,Onion,Onion,FAQ,2400,2600,2500.0,5/12/2025
West Bengal,jalpaiguri,Moynaguri,Onion,Other,FAQ,1600,1800,1700.0,5/12/2025
Maharashtra,satara,Karad,Onion,Other,Local,500,1500,1500.0,5/12/2025
Maharashtra,pune,Pune(Pimpri),Onion,Local,Local,1000,1400,1200.0,5/12/2025
Uttar Pradesh,mirzapur,Mirzapur,Potato,Desi,FAQ,1075,1165,1100.0,5/12/2025
Kerala,ernakulam,Angamaly,Potato,Potato,FAQ,3500,4500,4000.0,5/12/2025
West Bengal,puruliya,Kasipur,Rice,Other,FAQ,3500,3600,3560.0,5/12/2025
Orissa,nuapada,Khariar Road,Onion,Other,Non-FAQ,2000,2100,2000.0,5/12/2025
Tamilnadu,theni,Periyakulam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3200,3200.0,5/12/2025
Kerala,thiruvananthapuram,Aralamoodu,Potato,Potato,Non-FAQ,3500,4500,4000.0,5/12/2025
Maharashtra,nashik,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,Onion,Other,FAQ,502,1156,1009.63,5/12/2025
Orissa,dhenkanal,Kamakhyanagar,Potato,Potato,Non-FAQ,2000,2200,2000.0,5/12/2025
Uttar Pradesh,unnao,Unnao,Rice,Common,FAQ,3140,3200,3170.0,5/12/2025
